7, 0.651577
6, 0.535533
10, 0.333404
13, 0.877432
16, 0.248965
18, 0.446499
19, 0.571972
24, 0.687901
33, 0.303277
37, 0.464757
41, 0.323759
42, 0.494643
55, 0.247061
60, 0.748297
62, 0.582709
63, 0.369405
64, 0.208311
71, 0.623214
72, 0.417546
83, 0.399233
85, 0.685343
89, 0.860959
92, 0.686582
100, 0.877595
102, 0.687051
108, 0.632097
111, 0.757335
126, 0.144661
130, 0.056842
140, 0.792850
141, 0.340296
152, 0.796903
153, 0.536322
159, 0.573592
160, 0.525252
163, 0.456337
178, 0.604721
179, 0.379689
181, 0.669945
196, 0.140019
206, 0.205509
209, 0.607453
216, 0.633153
228, 0.143211
230, 0.430048
242, 0.613504
245, 0.220835
261, 0.467640
274, 0.520591
282, 0.613232
289, 0.378685
296, 0.183895
297, 0.565352
302, 0.364469
304, 0.073219
313, 0.790591
316, 0.437711
317, 0.504209
344, 0.712146
348, 0.747601
352, 0.555379
354, 0.619743
361, 0.481390
362, 0.191040
363, 0.746332
365, 0.504585
375, 0.282822
380, 0.475146
384, 0.562361
394, 0.741028
399, 0.627759
404, 0.814524
406, 0.624272
430, 0.143519
432, 0.548409
443, 0.468222
463, 0.602533
467, 0.580748
474, 0.520691
488, 0.383947
502, 0.753199
503, 0.208101
507, 0.371645
508, 0.207727
509, 0.344044
516, 0.333167
528, 0.368423
542, 0.637888
547, 0.306804
552, 0.704951
555, 0.541355
561, 0.789292
569, 0.555909
575, 0.851787
576, 0.902662
582, 0.158299
585, 0.687717
586, 0.405394
590, 0.786884
592, 0.279047
598, 0.358546
599, 0.376469
600, 0.746836
601, 0.404995
603, 0.290283
617, 0.557187
628, 0.290165
634, 0.149549
635, 0.181847
639, 0.345115
644, 0.535877
646, 0.728584
650, 0.118140
659, 0.804880
663, 0.691496
668, 0.570953
670, 0.274409
678, 0.606081
679, 0.422069
686, 0.549553
694, 0.278165
696, 0.779062
702, 0.725258
709, 0.564972
712, 0.512838
723, 0.185322
729, 0.414551
733, 0.849611
735, 0.474535
737, 0.430678
749, 0.238854
752, 0.499333
767, 0.863407
771, 0.169274
778, 0.649166
780, 0.762237
790, 0.276143
797, 0.528660
802, 0.315775
805, 0.622936
807, 0.859308
808, 0.582051
811, 0.382161
815, 0.303495
820, 0.770041
838, 0.202429
861, 0.119747
886, 0.202105
889, 0.209184
904, 0.636048
913, 0.592355
928, 0.564598
931, 0.564549
932, 0.408967
945, 0.768258
953, 0.683552
955, 0.370335
970, 0.599307
972, 0.404804
978, 0.621269
982, 0.646993
983, 0.616507
984, 0.273753
987, 0.584132
1000, 0.341906
1006, 0.746228
1014, 0.507370
1030, 0.648962
1037, 0.577408
1044, 0.348254
1046, 0.757890
1048, 0.336570
1053, 0.758800
1057, 0.584632
1077, 0.875825
1085, 0.928525
1087, 0.769180
1088, 0.541709
1096, 0.129904
1098, 0.894823
1100, 0.134202
1113, 0.798640
1119, 0.659653
1127, 0.596149
1142, 0.348261
1148, 0.415926
1157, 0.237635
1158, 0.685113
1163, 0.472410
1167, 0.618829
1168, 0.347294
1181, 0.119816
1183, 0.432338
1191, 0.664475
1192, 0.174484
1198, 0.790282
1216, 0.324371
1218, 0.389220
1221, 0.801752
1222, 0.315655
1225, 0.221316
1226, 0.390454
1230, 0.139848
1242, 0.762528
1247, 0.561913
1253, 0.355012
1259, 0.748944
1271, 0.592450
1282, 0.449133
1284, 0.943436
1293, 0.576405
1294, 0.634121
1298, 0.496789
1306, 0.756785
1316, 0.556532
1321, 0.323678
1331, 0.422478
1336, 0.253453
1341, 0.487471
1348, 0.593052
1356, 0.878870
1384, 0.360605
1389, 0.486594
1391, 0.590699
1413, 0.679289
1419, 0.316868
1426, 0.863463
1440, 0.525713
1445, 0.595097
1465, 0.341735
1470, 0.538101
1472, 0.455397
1484, 0.539742
1485, 0.127639
1486, 0.775492
1488, 0.659745
1498, 0.161183
1508, 0.646972
1518, 0.771705
1526, 0.278216
1527, 0.644546
1528, 0.263312
1540, 0.629634
1546, 0.403489
1551, 0.830328
1564, 0.439911
1565, 0.893073
1568, 0.946901
1572, 0.405178
1573, 0.090921
1581, 0.598216
1585, 0.843978
1588, 0.212048
1595, 0.223834
1596, 0.294254
1603, 0.413965
1615, 0.636719
1621, 0.449375
1623, 0.441103
1630, 0.613839
1636, 0.632745
1642, 0.277459
1654, 0.592028
1657, 0.815793
1665, 0.313386
1666, 0.771832
1676, 0.774025
1678, 0.531834
1683, 0.629099
1685, 0.236456
1687, 0.094880
1690, 0.221778
1702, 0.449049
1703, 0.237102
1714, 0.321756
1716, 0.562858
1726, 0.185404
1748, 0.407346
1750, 0.431405
1762, 0.950674
1765, 0.243343
1767, 0.390012
1773, 0.497946
1774, 0.310650
1776, 0.680036
1782, 0.847628
1799, 0.246641
1803, 0.420483
1811, 0.492298
1820, 0.164066
1823, 0.824895
1864, 0.717322
1871, 0.352515
1874, 0.080931
1878, 0.394769
1888, 0.550605
1895, 0.682143
1896, 0.338763
1899, 0.262735
1901, 0.392190
1903, 0.770721
1913, 0.147558
1935, 0.721135
1946, 0.282335
1958, 0.576326
1960, 0.642538
1968, 0.349067
1969, 0.504492
1973, 0.390075
1974, 0.449693
1977, 0.390930
1992, 0.572718
